,Unnamed: 0,datetime_h,median_block_net_profit,median_tail_gas_price,median_total_gas_used,median_base_fee_per_gas,predict,predict_lb,predict_ub,is_in_ci,datetime_d,validator_number,annual_full_reward,annual_total_reward_with_mev_actual,annual_total_reward_with_mev,annual_total_reward_with_mev_lb,annual_total_reward_with_mev_ub
0,0,2021-08-05 12,0.2370439568187277,3.2492916048e-08,21759183.0,3.0353948242e-08,0.1013305600658203,0.0713223024318373,0.1439645391855629,False,2021-08-05,203030,2.0880504749306823,5.1584252847710514,3.4005614676957627,3.01187154046408,3.9527894058778
1,1,2021-08-05 13,0.1622503224681653,5.6924969479e-08,13933130.0,5.3972913495e-08,0.1113987236544315,0.0758703751484329,0.1635641791352432,True,2021-08-05,203030,2.0880504749306823,4.189640870570642,3.530972030693003,3.070781660299095,4.206658948012802
2,2,2021-08-05 14,0.2113409401177907,8.19382684825e-08,12333539.0,7.788880176400001e-08,0.1352995649461515,0.0913564838636134,0.2003795625710264,False,2021-08-05,203030,2.0880504749306823,4.825500134201558,3.8405540256147646,3.271369596560641,4.683519980172692
3,3,2021-08-05 15,0.1880582191448756,6.60371719625e-08,12023403.5,6.3650336892e-08,0.1076546928413639,0.0724210400128677,0.160029915183615,False,2021-08-05,203030,2.0880504749306823,4.52392450688258,3.4824764771678827,3.0261032308083333,4.160880455474793
4,4,2021-08-05 16,0.2246423875563798,7.20000007295e-08,12026875.0,7.020765626300001e-08,0.1115012310844882,0.0748296389391423,0.1661443875663706,False,2021-08-05,203030,2.0880504749306823,4.997790665029523,3.532299785406903,3.057301248127532,4.240079783023287
5,5,2021-08-05 17,0.6134681837420093,2.53e-07,12417287.0,2.37148925709e-07,0.342516316190957,0.2294164677943696,0.5113731720522239,False,2021-08-05,203030,2.0880504749306823,10.034160062699662,6.524584033119023,5.059628207313253,8.71174730723595
6,6,2021-08-05 18,0.2206722996237235,7e-08,12255944.5,6.63156459305e-08,0.1192764705267059,0.0797475582084997,0.1783988969807957,False,2021-08-05,203030,2.0880504749306823,4.946367046621901,3.6330106393947084,3.121001903668861,4.398809571025331
7,7,2021-08-05 19,0.1746882255239743,5.4e-08,12449074.0,5.1297682955e-08,0.097330176119521,0.0649619891077853,0.1458262487581629,False,2021-08-05,203030,2.0880504749306823,4.350746113422273,3.3487454321247734,2.92948789282781,3.9769036935890916
8,8,2021-08-05 20,0.1693514506757747,5.7193937342e-08,13361646.0,5.3322483255e-08,0.1121827752851082,0.0747485163735161,0.1683642121775678,False,2021-08-05,203030,2.0880504749306823,4.281620119747469,3.5411276676843517,3.0562504865500126,4.268832650887772
9,9,2021-08-05 21,0.1504531885502715,4.4846750326e-08,13120375.0,4.189071682e-08,0.0909360444552294,0.0604904816964366,0.1367052129401475,False,2021-08-05,203030,2.0880504749306823,4.036835360166874,3.26592374345436,2.871569505444838,3.858761054598711
10,10,2021-08-05 22,0.1237649043334656,4.51069246355e-08,13563998.5,4.25638020055e-08,0.0907190737794485,0.0602465382303017,0.1366045351176987,True,2021-08-05,203030,2.0880504749306823,3.6911482704099114,3.2631133731486486,2.868409762908062,3.8574569983632987
11,11,2021-08-05 23,0.134825447482457,3.92e-08,14220979.0,3.7360506575e-08,0.0813976394716676,0.0539678218922228,0.1227690034404441,False,2021-08-05,203030,2.0880504749306823,3.8344128932401214,3.142375019493513,2.787083021904861,3.678248599580635
12,12,2021-08-06 00,0.1169764133126278,3.7e-08,14105372.0,3.4705554441e-08,0.0807695345156341,0.0534646786514923,0.1220192072676025,True,2021-08-06,203930,2.083437805328396,3.59191900833702,3.1250095302791854,2.772896991900722,3.6569488692833856
